Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
312,0.5,1,25,"[0.0, 30.194539262469732, 58.59242096645653, 85.81628416444318, 112.86788185182894, 140.21230316208948, 169.66025912363978, 205.14777674118994, 249.41801591171037, 301.15208280370217, 352.28326372064845, 399.13869619335054, 442.56615913841, 482.5460581838466, 519.5764664138039, 553.9168524349084, 586.4464227225014, 617.3657922189686, 646.5617942181361, 675.26880158514, 702.9458001063019, 730.5598338591642, 758.0031879654921, 785.8597926302775, 813.4694660810285, 841.4314363205051, 869.2310562220459, 896.9388696700555, 924.6536619165781, 952.6287404734824, 980.8561842230472, 1008.9690882465516, 1038.356737594033, 1067.7073758997224, 1096.6605195783002, 1125.8553050077157, 1153.9922647451842, 1180.5762920333077, 1205.9579765439203, 1230.5061816305479, 1253.9273041917845, 1276.5169010846237, 1298.5538076830087, 1319.9772471590247, 1340.8976096835434, 1361.9306004230305, 1382.5727189725903, 1403.2801446856513, 1424.5565696266838, 1446.758294952732]","[4.1898499, 4.1881957000000005, 4.1866598, 4.1853995, 4.1843758, 4.1834307, 4.1822495, 4.1815405, 4.180792299999999, 4.1799259, 4.1792173, 4.17839, 4.1777601, 4.1771693, 4.176460700000001, 4.1758699, 4.175318700000001, 4.1746492, 4.1739798, 4.173625, 4.1731133, 4.1724043, 4.17205, 4.1714988, 4.1711049, 4.1706715, 4.1700811, 4.1698446, 4.1692147, 4.1687422, 4.1685843, 4.1680727, 4.167639299999999, 4.1673636, 4.1669307, 4.1666155, 4.1662612, 4.1658278, 4.1653948, 4.1650796, 4.164882700000001, 4.1644888, 4.1642919, 4.1639771, 4.1637015, 4.163229, 4.1629138, 4.1627564, 4.1624017, 4.1620474000000005, 4.1618114, 4.1614566, 4.1612206, 4.160748, 4.160748, 4.1603932, 4.1601572, 4.1598816, 4.159684700000001, 4.1593695, 4.1592121, 4.158936499999999, 4.1588182, 4.1585031, 4.158267, 4.1581097, 4.1578732, 4.1577549, 4.157361, 4.1572824, 4.1570067, 4.1567311, 4.156573799999999, 4.1564555, 4.1561403, 4.155983, 4.1558256, 4.1556678, 4.1554317, 4.1552348, 4.155077, 4.15488, 4.1547227, 4.1544471, 4.1544471, 4.154211, 4.154131899999999, 4.1538172, 4.1536593, 4.1534624, 4.1533051, 4.1532655, 4.1531477, 4.1529112, 4.1528325, 4.15236, 4.1523204, 4.1522026, 4.1520448, 4.1520057, 4.1517692, 4.1515722, 4.1514149, 4.1513362, 4.1512966, 4.1509814, 4.151021, 4.1507058, 4.1506667, 4.1503911, 4.1503911, 4.1501942000000005, 4.1501546000000005, 4.149879, 4.1498003, 4.1497216, 4.149485100000001, 4.149524700000001, 4.1493669]",2143.599838036296
313,0.5,1,25,"[0.0, 29.816569579489396, 57.981219939838695, 85.57649138431384, 112.23585076944244, 139.43845909125326, 169.272771941629, 204.39258213084156, 248.70567550726014, 299.9760202490471, 351.1482181704838, 398.6082076439891, 441.2877890544721, 481.1148389483975, 518.6617025202113, 552.8544299861875, 585.4521638805829, 616.1591519308874, 645.7342959525911, 673.9510798472563, 701.793169259909, 729.2096898688009, 756.9068835060795, 784.188942632442, 812.1305469995042, 839.8970164590033, 867.822578327353, 895.4854448855766, 923.5420009546177, 951.3192710594286, 979.4164821707881, 1008.1389302207557, 1037.0666555937178, 1066.2863668900432, 1095.6701176764122, 1124.5135952403857, 1152.5323954387109, 1179.0759905288378, 1204.739330216658, 1229.2805035522297, 1252.559230776215, 1275.5405943842002, 1297.2668723702773, 1318.5424363177372, 1339.9191588068115, 1360.4483404512962, 1381.3270870540496, 1402.084381806052, 1423.263952472485, 1443.209796557821]","[4.1897712, 4.1879597, 4.186620700000001, 4.185320900000001, 4.184258, 4.1832337, 4.1821704, 4.181461799999999, 4.1805558, 4.179729, 4.1790991, 4.17839, 4.177523600000001, 4.177012, 4.1763816, 4.1757517, 4.1750426, 4.1745701, 4.1738219, 4.1733103, 4.1729555, 4.172246899999999, 4.1718135, 4.1714592, 4.170908, 4.1702781, 4.1698842, 4.1696086, 4.169096499999999, 4.1685843, 4.1682301, 4.1679149, 4.1673636, 4.1670489, 4.1666551, 4.1663003, 4.1659856, 4.1655521, 4.1653552000000005, 4.1649222, 4.1645679, 4.1642528, 4.1640954, 4.163662, 4.163307700000001, 4.1629925000000005, 4.1627564, 4.1624017, 4.1620474000000005, 4.1617718, 4.1615353, 4.1612597, 4.160984, 4.1607871, 4.1603932, 4.1601176, 4.1599207, 4.1596451, 4.159408999999999, 4.1592908, 4.1590939, 4.1587396, 4.1584244, 4.1583061, 4.157951799999999, 4.1575975, 4.157558, 4.157361, 4.1571641, 4.1569676, 4.1566525, 4.1564555, 4.1563373, 4.1561403, 4.1558256, 4.1558256, 4.1554708, 4.1553531, 4.155077, 4.1550379, 4.154801399999999, 4.1546044, 4.1543288, 4.1541715, 4.1540532, 4.153856299999999, 4.1537776, 4.1535807, 4.1533051, 4.1533446000000005, 4.1528721, 4.1529112, 4.1527143, 4.1526752, 4.15236, 4.152281299999999, 4.1520057, 4.151927, 4.1518478, 4.1515722, 4.1514149, 4.1512575, 4.1512179, 4.1510606, 4.1509423, 4.150785, 4.1506271, 4.1504698, 4.1502728, 4.1501546000000005, 4.1499972000000005, 4.1499972000000005, 4.149879, 4.1497216, 4.1495638, 4.149446, 4.1493669, 4.1492491000000005, 4.1490521000000005]",2141.865307248129
314,0.5,1,25,"[0.0, 28.25378142839486, 57.00177378067934, 84.31925802080991, 111.19458338794351, 138.51513387612425, 167.72639957634863, 202.65260775660875, 247.10780932106388, 298.49411665771936, 349.1566729550242, 396.78608099966743, 439.9492885206116, 479.55601182145267, 517.1830822490659, 551.3482714846499, 584.0726067811295, 614.6148205464116, 644.1858235023058, 672.599181573225, 700.5759053862856, 727.866455460755, 755.4547944552534, 782.9840871113855, 810.8963352527763, 838.6281914735217, 866.2567429932636, 893.8984720944262, 921.9241143156302, 949.8204598075791, 978.3261022867338, 1006.7606932855973, 1035.5294322942018, 1064.970431079947, 1094.567835960113, 1123.1370356583766, 1151.1842110847533, 1177.8272052452267, 1203.2393631746736, 1227.6553549007817, 1251.097086901596, 1273.5493946767938, 1295.5928609871316, 1317.0550733216737, 1338.2685669412713, 1359.0506010151103, 1379.8310502858558, 1400.6675898929761, 1421.6890975058668, 1443.1665498757611]","[4.189889, 4.1878414, 4.1865025000000005, 4.1853995, 4.184258, 4.183116, 4.1822886, 4.1815405, 4.1805954, 4.179729, 4.178941200000001, 4.1782718, 4.177563200000001, 4.1770511, 4.1761456, 4.175633400000001, 4.175003500000001, 4.1744127, 4.1740189, 4.1732707, 4.1729164, 4.1723256, 4.1719713, 4.1713409, 4.1707506, 4.1704354, 4.1698842, 4.1695294, 4.1690178, 4.1687026, 4.1683483, 4.1677971, 4.167442299999999, 4.1669307, 4.1666942, 4.1662216, 4.1658278, 4.1656308, 4.1652374, 4.1648436, 4.164607, 4.1641741, 4.1638589, 4.1637015, 4.1633468, 4.163032100000001, 4.1626773, 4.162323000000001, 4.1620474000000005, 4.1618114, 4.1614962, 4.1612992, 4.1611023000000005, 4.1607084, 4.1605115, 4.1601572, 4.1599998, 4.1597633, 4.1595273, 4.1590939, 4.158896899999999, 4.1587396, 4.158464, 4.1582274, 4.1580305, 4.1577945, 4.157558, 4.1575189, 4.1572037, 4.1569281, 4.1567707, 4.156573799999999, 4.1564555, 4.155983, 4.1559434, 4.1557074, 4.1555495, 4.1553922, 4.155077, 4.154801399999999, 4.15488, 4.1546836, 4.1544471, 4.154211, 4.1540141, 4.1538959, 4.1536593, 4.1534233, 4.153226399999999, 4.1531477, 4.153069, 4.1529899, 4.1527538, 4.1525965, 4.1523995000000005, 4.1522026, 4.1519661, 4.1520057, 4.1517692, 4.1515722, 4.1513753, 4.1513362, 4.1511784, 4.1509423, 4.1508241, 4.150785, 4.1506271, 4.1504698, 4.1502728, 4.1502333, 4.1501942000000005, 4.149760700000001, 4.1497216, 4.149682, 4.149524700000001, 4.149446, 4.1494064, 4.1491704, 4.1490521000000005]",2140.9463956368013
315,0.5,1,25,"[0.0, 28.09927082838317, 56.75458827262611, 83.9131906742328, 110.88702775102394, 137.95635784601086, 167.28580665375324, 201.6133422022221, 245.95856525567882, 297.14214099514385, 347.7289009447134, 395.0419911824243, 438.81028599964367, 478.24704791297046, 515.5518974426961, 550.0487702272474, 582.4845067330457, 613.2324131745377, 642.8643231747885, 671.3552512573351, 699.2621427616621, 726.716272702673, 754.3481776890565, 781.9297611558252, 809.3886620203812, 837.1487055040823, 864.9985630845063, 892.9190358217325, 920.7149686012306, 948.4111557999506, 976.6288175539562, 1005.0294900038296, 1033.826129520123, 1063.422855141721, 1093.1181179691498, 1121.9254979992309, 1149.5622405743732, 1176.1757658681845, 1201.744340509889, 1226.2381441515915, 1249.659946402625, 1272.3133661505642, 1294.0894976303123, 1315.5822201794597, 1336.8584947757972, 1357.4378463445548, 1378.189985739041, 1398.6925992636047, 1419.6582904247625, 1439.6435818008101]","[4.189692, 4.1877627, 4.1863055000000005, 4.1852422, 4.1841002, 4.1831946, 4.182013, 4.1813045, 4.1803985, 4.1794138, 4.1788626, 4.1780753, 4.1774058, 4.1767755, 4.1761456, 4.1754365, 4.1749249, 4.1742158, 4.1736646, 4.1732707, 4.1727195, 4.1721287, 4.1715775, 4.1712232, 4.1706715, 4.1702781, 4.1698055, 4.1692538, 4.1690178, 4.1685452000000005, 4.1678758, 4.1676002, 4.167206299999999, 4.1668911, 4.1663003, 4.1660247, 4.16571, 4.1654735, 4.1650405, 4.1646466, 4.1641741, 4.1639771, 4.1635833, 4.1633468, 4.163032100000001, 4.1626773, 4.162362600000001, 4.1622047, 4.1618114, 4.1614566, 4.161181, 4.160984, 4.1606693, 4.160472400000001, 4.1601572, 4.1599603, 4.159684700000001, 4.1594481, 4.1591725, 4.1589756, 4.1585822, 4.158464, 4.1581097, 4.1579127, 4.157715799999999, 4.157479299999999, 4.1573219, 4.157125, 4.1569281, 4.1567707, 4.156376799999999, 4.1561799, 4.1560221, 4.155786, 4.1556287, 4.1554708, 4.1552348, 4.1551561, 4.1547623, 4.1546044, 4.1545653, 4.1544075, 4.154131899999999, 4.1538172, 4.153738, 4.1535807, 4.1533446000000005, 4.153186799999999, 4.1529899, 4.1529112, 4.1526356, 4.1524386, 4.1523204, 4.152163, 4.1520448, 4.1520844, 4.1516905, 4.1517301, 4.1513753, 4.1513753, 4.1511393, 4.1509814, 4.1507058, 4.1507058, 4.1505089, 4.1504698, 4.1502333, 4.1501546000000005, 4.149957700000001, 4.1499186, 4.149760700000001, 4.1496429, 4.149446, 4.1493669, 4.1492095, 4.1492095, 4.1489339, 4.1489339, 4.1486583]",2139.595993043483
316,0.5,1,25,"[0.0, 30.895056945597446, 59.54903448263792, 86.78153889302104, 113.6778160238872, 140.57014073245796, 169.84669125203516, 205.07551155672468, 249.03521159541333, 299.82212202986875, 350.35247338555223, 397.56692460257364, 440.94361554774093, 480.9405879714826, 517.7863444748701, 552.3560218431596, 584.6981827713596, 615.3845274963675, 644.9503126668059, 673.2734242039371, 701.3082457674147, 728.873292172098, 756.4389771520664, 783.8260525281817, 811.4956824579604, 839.8757021333834, 867.4400920853468, 895.2901697657715, 922.8675486895659, 950.7245255387747, 978.9855435118284, 1007.5292887720059, 1036.6850818002195, 1065.6417185370226, 1095.0075411155653, 1124.073725189399, 1152.05426416126, 1178.4513327412035, 1203.8507834382017, 1228.4118819011028, 1252.1616048786982, 1274.6684028240386, 1296.399895915848, 1318.2240494317282, 1339.185428522748, 1360.0603989832834, 1380.6701856553088, 1401.2775810998903, 1422.8098680142346, 1443.0437258224142]","[4.1897316, 4.1878805, 4.1865025000000005, 4.1852031, 4.1841788, 4.1831551, 4.18221, 4.1811862, 4.1803985, 4.1798077000000005, 4.1788626, 4.1781931000000005, 4.177563200000001, 4.1768541, 4.1763029000000005, 4.1757121, 4.174964, 4.174531, 4.1739006000000005, 4.173152399999999, 4.172798200000001, 4.1721683, 4.1716957, 4.1712232, 4.170908, 4.1704745, 4.1697659, 4.1693721, 4.169056899999999, 4.1685057, 4.1681905, 4.1678362, 4.1673636, 4.1671276, 4.1666551, 4.1663003, 4.1658673, 4.1654339, 4.1651192, 4.164882700000001, 4.1645679, 4.1641741, 4.163780200000001, 4.1635046, 4.163110700000001, 4.163032100000001, 4.162598600000001, 4.1622839, 4.1620474000000005, 4.1618114, 4.1614962, 4.1612992, 4.1609449, 4.160590200000001, 4.1603541, 4.1601572, 4.1597633, 4.1595273, 4.1593304, 4.1590548, 4.1588182, 4.158621299999999, 4.1583853, 4.1580701, 4.1581097, 4.1577945, 4.157361, 4.157361, 4.1570067, 4.1568494, 4.1566525, 4.1562982, 4.1561403, 4.155786, 4.1556678, 4.1556287, 4.1553922, 4.1553135, 4.1549196, 4.1548409, 4.1544867, 4.1542897000000005, 4.1544075, 4.1541715, 4.1538959, 4.153620200000001, 4.153620200000001, 4.1534233, 4.153186799999999, 4.1531081, 4.1528721, 4.1527538, 4.1525965, 4.1523995000000005, 4.152163, 4.1520448, 4.1518478, 4.1518478, 4.1516118, 4.1514149, 4.1510997000000005, 4.1511784, 4.1510997000000005, 4.1509027000000005, 4.1506667, 4.1506271, 4.1504698, 4.1501942000000005, 4.1501546000000005, 4.1499186, 4.1498394, 4.149879, 4.1496034, 4.149485100000001, 4.149446, 4.1491704, 4.1490521000000005, 4.1489339, 4.1488943]",2138.95100161784
317,0.5,1,25,"[0.0, 29.794281446535308, 58.43945773873935, 85.86953216920693, 112.70833433927532, 139.7332796755445, 168.93956022013367, 203.73534912218702, 246.80272823991015, 298.0855628618659, 349.00953992615905, 396.12644310796327, 439.1434442798443, 479.22537023738505, 516.584977402748, 550.7831872251899, 583.0898456793509, 614.291998552611, 643.6904362321643, 671.7387576663854, 700.0807728736607, 727.9060952678514, 755.2587903575367, 782.9780388554165, 810.7650856950728, 838.7430572222562, 866.1974579053148, 894.0448992532719, 921.9241757800979, 950.0980849476385, 977.8322293806842, 1006.4846943204224, 1035.0875705916765, 1064.3074820699512, 1093.7087956511664, 1122.675522434874, 1150.566100135141, 1176.985642924465, 1202.7069526643613, 1226.9665290279754, 1250.3472684352141, 1272.9015045884225, 1295.0735655750404, 1316.2632101364075, 1337.4003956017882, 1358.3238611764737, 1379.0472099350595, 1399.7949642396807, 1420.9482316614071, 1439.5727179097494]","[4.1895742, 4.1878805, 4.186620700000001, 4.1852818, 4.1840611, 4.1832733, 4.182131299999999, 4.1812649, 4.1805558, 4.1795716, 4.1788626, 4.178154, 4.1774449, 4.176815, 4.1761456, 4.1755152, 4.175003500000001, 4.1744523, 4.1739402000000005, 4.173389, 4.1727586, 4.1721683, 4.171734799999999, 4.171301799999999, 4.1707506, 4.1701989, 4.169726399999999, 4.169332499999999, 4.169136, 4.1687026, 4.1682301, 4.1677971, 4.167521499999999, 4.166852, 4.1666155, 4.1662612, 4.1658673, 4.1655521, 4.1653161, 4.1648436, 4.164607, 4.1641741, 4.1638985, 4.1636229, 4.163268100000001, 4.1629925000000005, 4.1624808, 4.162598600000001, 4.1620474000000005, 4.1615748, 4.161377900000001, 4.1610627, 4.1609054, 4.1607084, 4.1602359, 4.1601176, 4.1598816, 4.159606, 4.1595664, 4.1592517, 4.158896899999999, 4.158621299999999, 4.1584244, 4.1583853, 4.1579127, 4.1575975, 4.1575975, 4.1572037, 4.157125, 4.1568098, 4.156691599999999, 4.1564951, 4.1561403, 4.1559434, 4.155786, 4.1556287, 4.1553922, 4.1552739, 4.1549592, 4.1549196, 4.1546836, 4.1545258, 4.1542897000000005, 4.1540928, 4.153935, 4.1536989, 4.1535807, 4.1533446000000005, 4.1531081, 4.1529112, 4.1529508, 4.1527538, 4.1525173, 4.1523995000000005, 4.1523204, 4.1520844, 4.151927, 4.1516509, 4.1516118, 4.1513362, 4.1514149, 4.1512575, 4.1510997000000005, 4.1509423, 4.1507058, 4.1506271, 4.1504698, 4.1503124, 4.1500759, 4.1501155, 4.1499186, 4.149682, 4.149485100000001, 4.149485100000001, 4.149446, 4.1492491000000005, 4.1492095, 4.1490521000000005, 4.148855200000001]",2138.132240809734
318,0.5,1,25,"[0.0, 29.05242166173298, 57.71393050477627, 84.95989761541796, 112.07983111030052, 139.39560843698393, 168.33761993139132, 202.7608142698383, 245.83480516288375, 296.9785313303588, 348.16374869107835, 395.6971519900942, 439.15176197241294, 478.8564828381466, 515.8314660858501, 550.2004144200204, 583.0801288246024, 613.9051807680776, 642.9281086744375, 671.6123240314874, 699.2910734304677, 726.9142306379819, 754.5760159063401, 782.0388015349755, 809.6962322203714, 837.2232658346471, 864.944874814401, 892.829518236165, 920.6450499589756, 948.7280245908427, 976.8481861784768, 1005.4863354173884, 1033.9384147729934, 1063.423932950916, 1092.8005700194763, 1121.0982622447777, 1149.3028531225473, 1176.0703621097978, 1201.5580894860655, 1225.764948605617, 1249.0085875869377, 1271.7929388591492, 1293.7783995982727, 1315.1936821498007, 1336.4709397115407, 1357.0310242778214, 1377.6801300885923, 1398.5165328491507, 1419.4180322719044, 1439.6351520815692]","[4.1896133, 4.1878018, 4.1863451000000005, 4.1851239, 4.1839032, 4.183116, 4.1819739, 4.1812253, 4.1802411, 4.1795321, 4.1786656, 4.1779175, 4.1772876000000005, 4.1767755, 4.176106, 4.1752005, 4.1748457000000005, 4.1742158, 4.1735463, 4.1731133, 4.1726799, 4.17205, 4.1714592, 4.170947099999999, 4.1706324, 4.1699629, 4.1696477, 4.1689782, 4.1686635, 4.168387399999999, 4.167994, 4.167442299999999, 4.1671667, 4.1666942, 4.1662216, 4.1658278, 4.1655917, 4.1652374, 4.1650009, 4.1645284, 4.1641741, 4.1638985, 4.1635833, 4.163268100000001, 4.1629925000000005, 4.162638200000001, 4.162323000000001, 4.1618900000000005, 4.1617322, 4.1615353, 4.1610627, 4.160984, 4.1606693, 4.1602359, 4.1599998, 4.1597633, 4.1595273, 4.1592121, 4.1590548, 4.1587396, 4.1585822, 4.1583061, 4.158148799999999, 4.1579127, 4.1575975, 4.1572824, 4.157046299999999, 4.1569281, 4.1566525, 4.156376799999999, 4.1561799, 4.1560616, 4.1558256, 4.1556287, 4.1554317, 4.1552739, 4.1549592, 4.1547623, 4.1544867, 4.1546044, 4.1542897000000005, 4.1540928, 4.1537776, 4.153620200000001, 4.1535807, 4.1533051, 4.1531477, 4.153069, 4.1527929, 4.1528721, 4.1525173, 4.1522026, 4.1521235, 4.152163, 4.1517692, 4.1517692, 4.1515722, 4.1513753, 4.1511784, 4.1510997000000005, 4.1509423, 4.1508241, 4.1506271, 4.150430200000001, 4.1503124, 4.1501546000000005, 4.1501155, 4.149957700000001, 4.149879, 4.149682, 4.1494064, 4.1493278, 4.1492095, 4.1491308, 4.1489735, 4.149012600000001, 4.1488156, 4.1485009, 4.148382700000001]",2136.599907778051
319,0.5,1,25,"[0.0, 28.874997947360384, 57.25913586797037, 84.76185384722686, 111.90785610059243, 138.75211206587574, 168.17923916174692, 202.5172255284878, 245.25812646775427, 295.9544571713846, 347.07570738209466, 393.65871249578714, 437.75848723885184, 477.61824122564093, 514.4829767039912, 548.9380550383391, 581.2750748407518, 612.2103170887383, 641.7355484465036, 670.1254794157107, 698.0648615521936, 725.7667107362734, 753.4289976538939, 780.8094861701172, 808.2785272060705, 836.0384607504843, 863.8913977956577, 891.9026225803386, 919.1378407648979, 947.3720773134839, 975.4261572412772, 1004.016740397019, 1032.3663932036147, 1061.7761154470707, 1091.25429100014, 1120.32563296596, 1147.8773291707514, 1174.7900378321303, 1200.0714522771275, 1224.5307993502831, 1248.0376561589517, 1270.7026674491485, 1292.680126482297, 1314.0469228778525, 1335.0877203350874, 1356.2224893274863, 1376.5824360526137, 1397.2774323521235, 1418.6687013937772, 1439.7227084290205]","[4.1895742, 4.1878414, 4.1864238, 4.1852031, 4.1841002, 4.183076399999999, 4.1820917, 4.1811075, 4.1802802, 4.1796503, 4.1789808, 4.1779962, 4.1772876000000005, 4.176893700000001, 4.1761456, 4.1755548, 4.174964, 4.1742945, 4.1737041, 4.173192, 4.1726012, 4.1721683, 4.171774399999999, 4.1710262, 4.1707897, 4.1701989, 4.1698055, 4.1692538, 4.1688995, 4.1683483, 4.168111799999999, 4.1675606, 4.1671276, 4.1668911, 4.1663399, 4.1661034, 4.1657887, 4.1653552000000005, 4.1648436, 4.1646466, 4.1644101, 4.1638985, 4.163543700000001, 4.163307700000001, 4.1630712, 4.1626773, 4.162323000000001, 4.162362600000001, 4.1617718, 4.1615353, 4.1612206, 4.1609449, 4.160748, 4.160629699999999, 4.1601176, 4.1599998, 4.1598816, 4.1594877, 4.1590152, 4.1588182, 4.1585822, 4.1583061, 4.158267, 4.157991399999999, 4.157558, 4.1575975, 4.1571641, 4.1570067, 4.1568494, 4.1565342, 4.1562982, 4.1561799, 4.1560221, 4.1557074, 4.1555891, 4.1555104, 4.1552348, 4.1549196, 4.1546836, 4.154644, 4.1544075, 4.1542897000000005, 4.153935, 4.1538172, 4.1535807, 4.1535416, 4.1534233, 4.153069, 4.1529508, 4.1527538, 4.1527538, 4.1523204, 4.15236, 4.1521235, 4.1520057, 4.1518478, 4.1517692, 4.1514149, 4.1512966, 4.1510997000000005, 4.1510606, 4.1508241, 4.1507454, 4.1505089, 4.1505089, 4.1502333, 4.1500363, 4.1501546000000005, 4.1499972000000005, 4.149879, 4.149524700000001, 4.149485100000001, 4.1493278, 4.1490912, 4.149012600000001, 4.1488156, 4.1486583, 4.148579600000001, 4.148579600000001]",2136.243667895237
320,0.5,1,25,"[0.0, 28.22039463171103, 57.07349367026109, 84.56324108108015, 111.67214714317072, 138.4659763919219, 167.73982960693394, 201.9842871386607, 244.72481426346616, 294.70118840054494, 345.92881740711033, 393.3028675706142, 436.74789025616684, 476.76785474024206, 514.2089081097349, 548.411186290471, 581.1230862063503, 611.4879437983761, 641.7340599777349, 670.1646889262388, 697.8719413821927, 725.0317902962188, 752.7766301877459, 780.5389814700793, 808.0889172456793, 835.7151390555921, 863.6285379391254, 891.4800001806595, 918.9445458298144, 946.7995681058985, 974.948682781365, 1003.5204185140506, 1032.1475095231683, 1061.5759993337706, 1090.750644227589, 1119.5497345689157, 1147.1390982334585, 1173.9206010133296, 1199.2495988041924, 1223.8593901254364, 1246.9939997772594, 1269.9175853589506, 1291.6689506012513, 1313.3904519211028, 1334.1770103511392, 1355.1517457108366, 1375.7109848894083, 1396.4822872138163, 1417.608407287728, 1436.3086226148832]","[4.1896133, 4.1876445, 4.1862659, 4.185084799999999, 4.1840215, 4.1829581, 4.1819739, 4.1811862, 4.1802411, 4.179493, 4.1786656, 4.1779571, 4.1772089, 4.1766572, 4.175948600000001, 4.1754761, 4.174767, 4.1742158, 4.1737432, 4.1730738, 4.1726012, 4.1720891, 4.1715379, 4.1711836, 4.1705141, 4.1699233, 4.1695294, 4.169056899999999, 4.168781299999999, 4.1683483, 4.1678362, 4.167481899999999, 4.1670094, 4.1666155, 4.1664186, 4.1657887, 4.1654339, 4.1651978, 4.164804, 4.1645679, 4.1643314, 4.163780200000001, 4.1635833, 4.163307700000001, 4.163110700000001, 4.1626773, 4.1624017, 4.1620083, 4.1618900000000005, 4.1613388, 4.1611419000000005, 4.1608267, 4.1605115, 4.1601968000000005, 4.1601968000000005, 4.1599207, 4.159606, 4.1593304, 4.1591725, 4.1587396, 4.1585426, 4.1583061, 4.1579127, 4.1578336, 4.1575189, 4.157479299999999, 4.1572037, 4.157046299999999, 4.1566129, 4.1564951, 4.1562586, 4.1560616, 4.1560616, 4.155746499999999, 4.1553531, 4.1553135, 4.155077, 4.154801399999999, 4.1545653, 4.1544471, 4.1544075, 4.1540532, 4.1540141, 4.153856299999999, 4.1535416, 4.1533446000000005, 4.153186799999999, 4.153069, 4.1527538, 4.1525569, 4.1525173, 4.15236, 4.152163, 4.1521235, 4.1518874, 4.1516905, 4.1515331, 4.1514149, 4.1512179, 4.1511784, 4.1509423, 4.1508241, 4.1506271, 4.1505485, 4.1503124, 4.1503515, 4.149957700000001, 4.1500363, 4.1498394, 4.149760700000001, 4.149446, 4.1493669, 4.1492491000000005, 4.149012600000001, 4.1491704, 4.1487765, 4.1486187, 4.148579600000001, 4.148382700000001]",2135.009873509386
321,0.5,1,25,"[0.0, 27.715668048858333, 56.49060476250577, 83.86989841026093, 110.9882675725064, 137.61782846258717, 166.7890868056557, 200.59322095773462, 243.31394218666617, 293.6578822305323, 344.7593276272145, 392.31586130202186, 435.576675886545, 475.43175830296036, 512.8942047618149, 547.283119453678, 579.8112057942284, 610.796218387652, 640.1492962380219, 668.5564601942297, 696.2861753514237, 723.8802731110368, 751.330707448569, 779.0130960798704, 806.6807149603299, 834.2025734368924, 861.9269406219025, 889.5585370183678, 917.3468079041475, 945.2067912058394, 973.4001232663666, 1002.1370553200761, 1030.6449923824064, 1060.0609934444878, 1089.1187018598423, 1118.3286845113282, 1145.8654217541946, 1172.3537302730779, 1198.0374015688137, 1222.6230985311142, 1246.1530835136336, 1268.6966931822783, 1290.564199154292, 1311.9990333755932, 1333.3313241359963, 1353.884577887465, 1374.6369298329844, 1395.4490349781986, 1416.4100526058303, 1436.284386814032]","[4.1888652, 4.1871324, 4.1854787, 4.1842184, 4.183076399999999, 4.1819739, 4.1811075, 4.1801229, 4.1791778, 4.1783509, 4.177563200000001, 4.176815, 4.176106, 4.175318700000001, 4.1746492, 4.1740584, 4.1732311, 4.1729164, 4.172286, 4.1716957, 4.1711049, 4.1705537, 4.1701598, 4.1694903, 4.169096499999999, 4.1685843, 4.168151399999999, 4.1677575, 4.1672454, 4.1666551, 4.1662612, 4.1659069, 4.165513, 4.1651978, 4.164804, 4.1644497000000005, 4.1638589, 4.1635046, 4.163110700000001, 4.162835100000001, 4.1624017, 4.1622839, 4.1620474000000005, 4.1614962, 4.1612206, 4.1608663, 4.160590200000001, 4.1600785, 4.1598816, 4.1596451, 4.159408999999999, 4.1590152, 4.158896899999999, 4.1585031, 4.1581883, 4.1580701, 4.157558, 4.1574006, 4.157125, 4.1568885, 4.1566525, 4.156376799999999, 4.1562982, 4.1561012, 4.155746499999999, 4.1554708, 4.1552739, 4.1549592, 4.154801399999999, 4.154644, 4.1543684, 4.1543288, 4.153856299999999, 4.1538172, 4.153502, 4.1533446000000005, 4.153186799999999, 4.1528325, 4.1525965, 4.1523995000000005, 4.1523204, 4.1520844, 4.152163, 4.1517301, 4.1515722, 4.1514149, 4.1512966, 4.151021, 4.1508636, 4.1506667, 4.1505089, 4.1504698, 4.1502728, 4.1500759, 4.1499972000000005, 4.1497216, 4.149524700000001, 4.149288200000001, 4.1491704, 4.1492095, 4.1488156, 4.1487765, 4.1486583, 4.148540000000001, 4.148304, 4.1481857, 4.148067500000001, 4.1479101, 4.1478314, 4.1477132, 4.147398, 4.1472406, 4.1471224, 4.146965, 4.1470437, 4.1467285, 4.1466498, 4.1466103, 4.1464925]",2130.3757773833568
