Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity
305,0.5,2,25,"[0.0, 27.659402272663215, 54.21819332791, 80.85293242207229, 107.65957529189097, 135.06935792230172, 164.5981054948748, 200.14161230195492, 245.54524100648, 298.9949813330257, 351.1849227155405, 399.1338448674607, 442.2848296217929, 482.2368846502415, 519.8493806985773, 553.9541910929634, 586.6800256403928, 617.3147250618836, 646.5705858159083, 674.5003336203881, 701.7343426911855, 729.1129611218576, 755.6791350149078, 782.9972940932862, 810.2626817264161, 837.6948378364773, 865.2723659541007, 893.0824993651538, 921.1234574709563, 948.6576343362442, 977.2601479260716, 1005.5412064944423, 1034.8723448421179, 1063.9509944689187, 1093.4344867353323, 1122.322300177081, 1150.2492732907392, 1176.9308466306793, 1202.3322271032623, 1226.4294157084, 1249.812721592783, 1272.1320700784624, 1294.1273985150574, 1315.319199601067, 1336.2625819120315, 1357.0017636250273, 1377.8042084892238, 1398.2584753327942, 1419.8940634179871, 1440.5104260850032]","[4.1906023, 4.1886334000000005, 4.1876097, 4.1863494, 4.1851678, 4.1842623, 4.183277599999999, 4.182332499999999, 4.1815057, 4.180914899999999, 4.180088, 4.1792607, 4.1786704, 4.1779218, 4.1774101, 4.1769376000000005, 4.176268100000001, 4.175756, 4.1752443, 4.174614, 4.1739445, 4.1735115, 4.172881100000001, 4.172448200000001, 4.1720939, 4.1717391, 4.1711488, 4.1706367, 4.1703215, 4.169967199999999, 4.1695733, 4.169022099999999, 4.1686678, 4.168431299999999, 4.1679587, 4.1677227, 4.1673288, 4.1667776, 4.1666594, 4.166186799999999, 4.1657929, 4.1656351, 4.1653204, 4.1648083, 4.16469, 4.164257, 4.1639814, 4.163666200000001, 4.1635876000000005, 4.163193700000001, 4.1630363, 4.1627212, 4.162248600000001, 4.1620517, 4.161815600000001, 4.1616578, 4.1615005, 4.1609492, 4.1608706, 4.160673600000001, 4.1600432000000005, 4.1600828000000005, 4.1597285, 4.1596103, 4.159492, 4.1591768, 4.1589012, 4.158783000000001, 4.1584287, 4.1585865, 4.1581531, 4.1579561, 4.1574836, 4.157601799999999, 4.157208, 4.1570506, 4.1569715, 4.156775, 4.1566567, 4.1564202, 4.1560659, 4.1560659, 4.1559477, 4.155633, 4.1555934, 4.1553178, 4.155081299999999, 4.1552391, 4.1548452000000005, 4.154687399999999, 4.154451399999999, 4.154294, 4.1542544, 4.1540971, 4.1539392, 4.153821499999999, 4.153585, 4.1535454, 4.1532698, 4.1531124, 4.153152, 4.152836799999999, 4.152836799999999, 4.1527185, 4.1524429, 4.1524825, 4.1523643, 4.1521277, 4.15201, 4.15201, 4.1516948, 4.1514583, 4.1515765, 4.1514192, 4.1513009, 4.1510644, 4.1509857000000006, 4.1508284, 4.1507497]",2152.170409049479
306,0.5,2,25,"[0.0, 29.782260866961337, 57.247046883672056, 84.75687584630083, 111.97732593667388, 138.8459388820769, 168.81613023026222, 203.84697652855112, 249.10197039779445, 302.3634465470655, 353.6325726374493, 401.5918744329776, 445.00687055959196, 485.2257064872719, 522.0652129415237, 556.7098643225654, 589.0754443043411, 619.8690314095511, 649.3450312486516, 677.6058389739378, 705.097417004597, 732.6560361886329, 759.5493053752923, 786.9382014815178, 814.5680335380043, 842.6072063045356, 870.8186413572441, 898.8001323218316, 926.4921824132798, 954.5353049302105, 983.1322443671725, 1011.4102874217431, 1040.848567097565, 1070.1135887818557, 1099.1085461302462, 1128.0676162276839, 1155.974331869774, 1182.9252868581545, 1208.1065881119473, 1232.692857200024, 1255.9995870216128, 1278.5371980696696, 1300.3391420474384, 1322.234672249038, 1343.4725766702686, 1364.0039025433098, 1384.8875066882315, 1405.4684947060305, 1426.9097028540698, 1447.28942703959]","[4.1906023, 4.188948600000001, 4.1874914, 4.1863098, 4.1853256000000005, 4.1842623, 4.1834354, 4.1826868, 4.1817026, 4.1809545, 4.1801667, 4.1794577, 4.1789851, 4.178118700000001, 4.1775675, 4.1770163, 4.1763864, 4.1759138, 4.1752443, 4.1747322, 4.1742992, 4.1735902000000005, 4.1733146, 4.1726451, 4.1722908, 4.1717391, 4.1715817, 4.1711092, 4.1707549, 4.1700854, 4.1698098, 4.1694946, 4.169022099999999, 4.1686678, 4.1682343, 4.1679196, 4.1675258, 4.1672502, 4.1669741, 4.1664624, 4.1662259, 4.165832, 4.165596, 4.1652808, 4.1650448, 4.1646113, 4.1644931000000005, 4.1640997, 4.1637449, 4.1635089, 4.1632724, 4.1631546, 4.1627212, 4.1625638, 4.1621699, 4.1620517, 4.1617365, 4.1614609, 4.1612248, 4.1609883000000005, 4.160673600000001, 4.1605554, 4.1605554, 4.1602798, 4.1598463, 4.1596494, 4.159492, 4.1592951000000005, 4.1591377, 4.1589012, 4.158665200000001, 4.1583896000000005, 4.1580744, 4.157877399999999, 4.1577201, 4.1576805, 4.1574049, 4.157208, 4.157011, 4.1569324, 4.1566172, 4.156301999999999, 4.1563811, 4.156301999999999, 4.1559477, 4.1560659, 4.155633, 4.155436, 4.155436, 4.1552782, 4.1551208, 4.1548843, 4.1548057, 4.15453, 4.1543331, 4.1541758, 4.1540971, 4.153821499999999, 4.153781899999999, 4.1537032, 4.153506299999999, 4.1533489, 4.153152, 4.1529551, 4.1529551, 4.1529551, 4.1527581, 4.1525216, 4.1524034, 4.1522064, 4.1521277, 4.15201, 4.1520491, 4.1517339, 4.1516161, 4.1515765, 4.1515374, 4.1514583, 4.1510644]",2151.097652093642
307,0.5,2,25,"[0.0, 27.698216001656363, 55.193162756357424, 82.28582257167676, 109.56908690921102, 137.03924852553138, 166.8765322509862, 202.83137424652807, 249.12716267990095, 302.43601961184334, 354.046324491075, 401.5276718174018, 444.88622991691216, 484.8213608664081, 521.5201776718284, 555.3231475013665, 587.3286448953651, 617.6784478499025, 646.699792890833, 674.8949039059017, 701.8365933291724, 728.6130037424172, 755.644815911406, 782.4087406487876, 809.6562177375484, 837.0948745374127, 864.6597555163556, 892.5517641936248, 920.1882659978104, 948.0730299181331, 976.2428293051997, 1004.8148730780882, 1033.9596755431553, 1063.186095385157, 1092.7740445685508, 1121.510238324082, 1149.5565908753601, 1176.2782931340066, 1201.4655502596079, 1225.7702682927597, 1249.1389372689805, 1271.5294814585359, 1293.388873222193, 1314.7093071995337, 1335.3599621233448, 1356.362426094915, 1377.0730387677795, 1397.8883054375988, 1419.0900929709233, 1440.3551194915767]","[4.1906419, 4.18887, 4.1875701, 4.1864281000000005, 4.1854043, 4.1843014, 4.1835532, 4.182372099999999, 4.1816239, 4.1808362, 4.180088, 4.1794186, 4.1789851, 4.1781979, 4.1774888, 4.1769376000000005, 4.1763072, 4.1757956, 4.1750865, 4.174614, 4.1741414, 4.173708400000001, 4.1731963, 4.172684200000001, 4.1721330000000005, 4.1717391, 4.1713848, 4.1709123, 4.1705184, 4.1701641, 4.169651999999999, 4.1693764, 4.1687856, 4.1683526, 4.1681952, 4.1678801, 4.1674466, 4.1670532, 4.1667776, 4.1662655, 4.1661081, 4.1657534, 4.1654387, 4.1650839, 4.1647692, 4.1644931000000005, 4.164257, 4.1639419, 4.1636271, 4.1632724, 4.1629968, 4.1627212, 4.1626029, 4.162248600000001, 4.1620517, 4.1616578, 4.1616974, 4.161343100000001, 4.161067, 4.1607127, 4.1605554, 4.1603189, 4.1601615, 4.1597676, 4.1596889, 4.159492, 4.1592164, 4.1590981, 4.1590195, 4.1586256, 4.15835, 4.1580744, 4.1580348, 4.1579957, 4.1574836, 4.1574049, 4.1572475, 4.1569715, 4.1569324, 4.1568141, 4.1566958, 4.1565385, 4.1561055, 4.1561055, 4.155869, 4.155672099999999, 4.155396499999999, 4.1552782, 4.155356899999999, 4.1550026, 4.154726999999999, 4.1545696, 4.15453, 4.1543331, 4.154294, 4.1540179, 4.1539788, 4.153821499999999, 4.153585, 4.153388, 4.1533489, 4.1531911, 4.1532307, 4.1527185, 4.1527581, 4.1526794, 4.1524429, 4.1524034, 4.1522064, 4.1519704, 4.1518917, 4.1517339, 4.1518521, 4.1515374, 4.1513796, 4.1512613, 4.151104, 4.151104, 4.1510253]",2149.263990618489
308,0.5,2,25,"[0.0, 27.33223687004096, 55.003018167515734, 82.23440092690441, 109.287143671553, 136.15666837422168, 165.74983636636233, 201.4815719718759, 245.33580370490353, 298.92703469723307, 350.80401498006285, 399.0128002892165, 442.5388249320511, 483.15735576299613, 520.6639125721861, 555.3041424720143, 588.0467700980685, 618.8102886243123, 648.0867307130345, 675.9308991066778, 703.3636462226186, 730.7517850085285, 757.374766081459, 784.3540176640074, 811.6559373383386, 839.6907465478698, 867.1606994506753, 895.1958629508802, 923.3591265913781, 951.4666626646529, 979.8219710687226, 1008.829984128165, 1037.9364820382793, 1067.5760030999097, 1096.7853399766143, 1125.9978505547692, 1153.6104908792606, 1179.9184183442937, 1205.3196764432419, 1228.8392068660082, 1251.9295871451575, 1274.251519538408, 1296.0563948984254, 1317.294441685742, 1338.3274941452682, 1358.9681626353606, 1379.68096818815, 1400.374315131454, 1421.9578961442073, 1440.7450015362551]","[4.190523600000001, 4.1887517, 4.1874518, 4.186270700000001, 4.1852469, 4.1842227, 4.183120300000001, 4.1822934, 4.1817417, 4.1807575, 4.180088, 4.179379, 4.1786704, 4.178118700000001, 4.1773705, 4.1768193, 4.176268100000001, 4.175598600000001, 4.1752048, 4.1745353, 4.1739445, 4.1736298, 4.173039, 4.1725664, 4.1720939, 4.1715817, 4.1712666, 4.1708336, 4.1703215, 4.169967199999999, 4.1694946, 4.1691403, 4.1687856, 4.1684709, 4.1681952, 4.1676831, 4.1674075, 4.166856299999999, 4.166738, 4.1663442, 4.1659503, 4.1656351, 4.1653204, 4.1650052, 4.1647692, 4.1643753, 4.1640601, 4.1637449, 4.1633906000000005, 4.1631546, 4.162878500000001, 4.1626425000000005, 4.162248600000001, 4.1620913, 4.1618547, 4.161618700000001, 4.161343100000001, 4.1612248, 4.160831, 4.1607127, 4.1605158, 4.1602798, 4.1599646, 4.1597676, 4.1596889, 4.1592951000000005, 4.159059, 4.1588621, 4.158665200000001, 4.1584682, 4.1581531, 4.1580744, 4.1577988, 4.1576805, 4.1576805, 4.1572475, 4.1570897, 4.1570897, 4.1568141, 4.1564202, 4.1563811, 4.156026399999999, 4.1560659, 4.1559086, 4.1557117, 4.155436, 4.15516, 4.1550026, 4.1548057, 4.154726999999999, 4.1546483, 4.1545696, 4.154294, 4.1541758, 4.1539788, 4.1536636, 4.1537032, 4.153506299999999, 4.153388, 4.1532698, 4.1530337, 4.1529551, 4.1528759, 4.1526003, 4.1524825, 4.1524825, 4.1521673, 4.1521673, 4.1520886, 4.151813, 4.1517339, 4.1515765, 4.1513796, 4.1514583, 4.151182700000001, 4.1511436, 4.1510644, 4.1507101, 4.1508679]",2147.819539506293
309,0.5,2,25,"[0.0, 30.12632141483283, 58.08060244511256, 84.95663779878765, 112.27047718022828, 139.30199384798408, 169.19996028191787, 204.8391446101046, 248.98958321652418, 301.368723716091, 352.8707883608154, 400.2478346130652, 443.43976766584393, 483.2880822583464, 520.0089342683862, 554.3627530080355, 586.0057295387887, 616.8283528703855, 645.8461621670117, 674.0366623565571, 700.9445298980522, 728.0504729803672, 755.0855104037, 782.059145598269, 809.0779171328879, 836.7220690160591, 864.8075734284228, 892.4083756851071, 920.2337123299924, 948.4434787055818, 976.7431535839985, 1005.2821028612325, 1034.1141724094205, 1064.0168839010037, 1093.0959712019273, 1121.993913574101, 1149.5523975071221, 1176.4898557701006, 1201.6303320115405, 1226.014375472175, 1249.571614345084, 1272.0734501516265, 1294.0864196903926, 1314.899218105551, 1336.1312704837344, 1356.9415543080358, 1377.662788487136, 1398.3742643235619, 1419.5679198677058, 1440.840644534912]","[4.1907601, 4.188948600000001, 4.1877279000000005, 4.186506700000001, 4.1852469, 4.1843805, 4.1835141, 4.182569, 4.1818995, 4.1809545, 4.1803241, 4.179536799999999, 4.1789851, 4.1780796, 4.1776857000000005, 4.1770949, 4.176465, 4.1758347, 4.175323000000001, 4.1745749, 4.1743383000000005, 4.1738658, 4.1732359, 4.1728024, 4.172408600000001, 4.172015200000001, 4.1713457, 4.1711092, 4.1706762, 4.1701245, 4.169927599999999, 4.1694551, 4.169219, 4.1686678, 4.1681557, 4.1679196, 4.1675258, 4.167289299999999, 4.1669741, 4.1665015, 4.1661081, 4.165832, 4.1656747, 4.1653595, 4.1649661, 4.1647296, 4.1643753, 4.1640997, 4.1639814, 4.1634693, 4.163193700000001, 4.1629968, 4.162760700000001, 4.1626029, 4.162248600000001, 4.1618943, 4.161933400000001, 4.161618700000001, 4.161303500000001, 4.1611462, 4.1608706, 4.1604767, 4.1603975, 4.1602011, 4.1598859, 4.1597676, 4.159492, 4.1593347000000005, 4.1589408, 4.158783000000001, 4.1585865, 4.1583896000000005, 4.1580348, 4.1580348, 4.1578379, 4.157601799999999, 4.1575232, 4.1572866, 4.157011, 4.1568928, 4.1565385, 4.1566567, 4.156301999999999, 4.156301999999999, 4.1559086, 4.155672099999999, 4.1557903, 4.1555147, 4.1551995, 4.1551995, 4.1550026, 4.1548452000000005, 4.154726999999999, 4.154411799999999, 4.1543727, 4.154294, 4.1539788, 4.153821499999999, 4.1537032, 4.153585, 4.1535454, 4.1533093, 4.1530337, 4.1529551, 4.1527581, 4.1527581, 4.1524825, 4.1524034, 4.1524034, 4.1522856, 4.1520886, 4.1518917, 4.1516948, 4.1515765, 4.1515765, 4.1512613, 4.1513009, 4.1512222, 4.1512613]",2147.171961840821
310,0.5,2,25,"[0.0, 28.953643252401434, 56.73916711506115, 84.0185109876603, 111.06472220103825, 138.50796231977824, 167.72005142412291, 203.4705085825246, 248.58110388567235, 301.3975804901759, 354.00669574039665, 401.18274736686936, 445.677119261752, 485.54714536574824, 522.4080831538474, 556.7775737524903, 589.6202301457911, 620.3022485923809, 649.3854211711587, 677.6872620099234, 704.8648153377192, 731.8484405926031, 758.6723426061023, 785.8531661133172, 813.2041797345705, 840.9589082055325, 868.953602919674, 896.5864179395521, 923.890601238596, 952.1716434421637, 980.4619712919755, 1008.3997838397079, 1037.1015123917014, 1066.3604336069473, 1095.9551086980157, 1124.7697586137404, 1152.7564609737956, 1179.1773543015393, 1204.7915807463048, 1228.531443671945, 1252.3965402744366, 1275.0679336015987, 1296.8202019855003, 1318.4757013431245, 1339.7568742963344, 1360.3210991983406, 1381.1307412443646, 1401.8258267143115, 1423.3760495988831, 1444.2639017730723]","[4.1903663, 4.1887908, 4.1872549, 4.1861525, 4.18505, 4.1841049, 4.183120300000001, 4.1822143, 4.1812301, 4.180639299999999, 4.1796942, 4.1791034, 4.1785522, 4.1777253, 4.1771345, 4.176465, 4.1759138, 4.175559, 4.1748505, 4.1743779000000005, 4.1737475, 4.1731963, 4.1728024, 4.1722116, 4.1718574, 4.1713848, 4.1709909, 4.1707153, 4.1700854, 4.1697702, 4.169219, 4.169061699999999, 4.1685495, 4.1681557, 4.1676435, 4.1672502, 4.1670136, 4.166619799999999, 4.1663442, 4.1658716, 4.165517299999999, 4.1653595, 4.164887, 4.1647692, 4.1644931000000005, 4.1640601, 4.163863200000001, 4.1634693, 4.1633511, 4.1628394, 4.1626425000000005, 4.1623273, 4.162209, 4.161933400000001, 4.1615396, 4.161303500000001, 4.1609097, 4.1607523, 4.160634, 4.1602402000000005, 4.1602402000000005, 4.1600828000000005, 4.159570700000001, 4.1594524, 4.1591768, 4.1590195, 4.158665200000001, 4.1583104, 4.15835, 4.1582317, 4.157916999999999, 4.1576805, 4.1577201, 4.1572866, 4.157129299999999, 4.1569324, 4.1566172, 4.1565385, 4.156341599999999, 4.1562233, 4.1558294, 4.1557117, 4.1555934, 4.155396499999999, 4.1552391, 4.1550422, 4.1548452000000005, 4.1546087, 4.1546087, 4.1543727, 4.1541758, 4.1540575, 4.1538606, 4.1536636, 4.153506299999999, 4.1534276, 4.1533489, 4.1530337, 4.1528759, 4.152836799999999, 4.1527185, 4.1525612, 4.1524825, 4.1520886, 4.1522064, 4.1520491, 4.1518917, 4.1515765, 4.1516552, 4.1514192, 4.1512613, 4.1510253, 4.1509857000000006, 4.1508284, 4.1507888, 4.1507101, 4.1505919, 4.1502771, 4.1503558]",2144.202350568576
311,0.5,2,25,"[0.0, 28.4775668364166, 55.84366371526852, 82.6114186155205, 110.04087087250451, 136.6220141092466, 165.56633161570852, 200.11187843086822, 243.38734622596047, 295.7390592474289, 347.4384743362968, 394.9065962104582, 438.4034088567984, 478.54846712275884, 515.0831752929091, 549.6399180233814, 581.6067131182399, 612.7779955559974, 641.5720619041108, 669.7992253872173, 697.1354582546744, 724.2524728577741, 751.1719160374037, 777.9296811990616, 805.3456067643269, 833.356995066865, 860.9813715135388, 888.7882371049157, 916.5268294974478, 944.4639698020233, 972.9207533108472, 1001.9112529141566, 1030.780864328231, 1059.9956627053252, 1089.3093181971662, 1118.2777650672901, 1146.1135313963066, 1172.6882115802396, 1197.9205056013916, 1222.2639766805191, 1245.443563950019, 1268.3963757486263, 1290.1024924604485, 1311.532331991951, 1332.2407074799983, 1353.5065964756473, 1374.0118256378876, 1394.7643575540046, 1416.0542584161983, 1436.9307803708903]","[4.190129799999999, 4.1884761, 4.1871371, 4.1858373, 4.184970900000001, 4.1837897, 4.1828446, 4.1818995, 4.1812692, 4.1804028, 4.1797333, 4.1789851, 4.178118700000001, 4.1775675, 4.1767406000000005, 4.176268100000001, 4.1757169, 4.1751261, 4.1745353, 4.1740627, 4.1734328000000005, 4.1731176, 4.1726451, 4.171936, 4.1716604, 4.1713061, 4.1707153, 4.1702824, 4.1698489, 4.1693764, 4.1688647, 4.1685886, 4.1681557, 4.167761799999999, 4.1673679, 4.1670136, 4.1665411, 4.1663837, 4.166029, 4.1656351, 4.1653204, 4.1650448, 4.16469, 4.1642966, 4.1640601, 4.1635876000000005, 4.1634693, 4.1632724, 4.1629968, 4.1624455000000005, 4.1624455000000005, 4.162012600000001, 4.1617365, 4.1614218, 4.1611853, 4.161027900000001, 4.160634, 4.160358400000001, 4.1600432000000005, 4.1600432000000005, 4.1596889, 4.1595316, 4.1593738, 4.1589799, 4.158783000000001, 4.158665200000001, 4.1583896000000005, 4.1581531, 4.1578379, 4.1576805, 4.1575232, 4.1571684, 4.1570506, 4.1566958, 4.1566958, 4.1564202, 4.1561446, 4.156026399999999, 4.1558294, 4.1555538, 4.155396499999999, 4.1552782, 4.15516, 4.1549635, 4.1546087, 4.154451399999999, 4.154294, 4.1542149, 4.1540971, 4.153781899999999, 4.153585, 4.1535454, 4.1534276, 4.1530728, 4.1529155, 4.1529551, 4.1526794, 4.1524825, 4.1522064, 4.1521673, 4.1520491, 4.1518917, 4.151813, 4.1515765, 4.1514978, 4.1513405, 4.1512222, 4.151104, 4.1508679, 4.1507497, 4.1505919, 4.1504345, 4.150316200000001, 4.1502376000000005, 4.1501985, 4.1499619, 4.1497259, 4.1496863, 4.149568100000001]",2142.347100224881
312,0.5,2,25,"[0.0, 27.886955118477374, 55.87349037343489, 82.6987521844481, 109.68243499890366, 137.2210732007522, 166.23981292758583, 201.16231570719134, 244.54208235055142, 296.87462711475354, 348.4202430610541, 396.5523901681598, 440.11623081588885, 480.18735359307635, 516.6451997448239, 551.0493698048931, 583.3033180746254, 613.8464199254101, 642.7822677806746, 671.2217403388227, 698.9227427289266, 725.714259016584, 752.85756362599, 780.1414835507001, 807.8955099880232, 835.7473295414122, 863.1289899989129, 891.284932582106, 919.0144312675559, 946.9035408184943, 974.9418696232881, 1003.6763198548456, 1032.7941717207314, 1062.534501801826, 1091.5398785358552, 1120.8414887370936, 1148.6640502907815, 1175.4599756640341, 1200.825453087317, 1225.235913993577, 1248.6944569945683, 1270.8956355358735, 1292.5087040621545, 1313.8901287735737, 1335.017821525037, 1355.9680586147563, 1376.588460702754, 1397.4169556853763, 1418.8579357590086, 1440.3020943545862]","[4.1903267, 4.1884365, 4.1873341, 4.186034200000001, 4.1849318, 4.183908, 4.1829629, 4.1819782, 4.1812301, 4.180442299999999, 4.179812399999999, 4.1790247, 4.1783552, 4.1776071, 4.1769767, 4.176465, 4.1758347, 4.1752443, 4.174653500000001, 4.1741023, 4.1736298, 4.1731963, 4.172684200000001, 4.1721330000000005, 4.1717787, 4.1712275000000005, 4.170794, 4.170361, 4.169927599999999, 4.1694946, 4.1691008, 4.1687856, 4.1682343, 4.1679196, 4.1674862, 4.167131899999999, 4.166935, 4.1665411, 4.166029, 4.165714299999999, 4.1654778, 4.1650839, 4.16469, 4.1645327000000005, 4.1642966, 4.1639028, 4.1637449, 4.163312, 4.1629968, 4.1626821000000005, 4.1624455000000005, 4.1621699, 4.161815600000001, 4.1615791, 4.161343100000001, 4.161067, 4.1607914, 4.1605158, 4.1603975, 4.1601615, 4.1599646, 4.159570700000001, 4.159570700000001, 4.1590195, 4.1590195, 4.158822499999999, 4.1587043, 4.1582713, 4.1579957, 4.157877399999999, 4.1575623, 4.1573653, 4.157208, 4.1571684, 4.1568928, 4.1566958, 4.1565385, 4.156341599999999, 4.1561446, 4.155869, 4.155672099999999, 4.1555147, 4.1555147, 4.1552782, 4.1549635, 4.154726999999999, 4.1546087, 4.154411799999999, 4.154294, 4.1541362, 4.1540179, 4.153821499999999, 4.153742299999999, 4.153585, 4.153585, 4.153152, 4.1530728, 4.1529551, 4.1527581, 4.1524034, 4.1524034, 4.1523247, 4.1522064, 4.1518521, 4.1518521, 4.151813, 4.1514583, 4.1514192, 4.1513796, 4.151182700000001, 4.1512222, 4.1507888, 4.1507497, 4.1507497, 4.1505919, 4.1503558, 4.150316200000001, 4.1502771, 4.1500406000000005]",2142.402259372831
313,0.5,2,25,"[0.0, 30.072760731707774, 58.27203856595628, 85.36723492867031, 112.43024632239946, 139.30482237000535, 168.48931843959008, 202.9001614274572, 246.03533940420687, 298.2896188632053, 350.559787949666, 399.2247873822291, 442.8656825880014, 483.3328181348443, 520.7626059123464, 555.7511250174107, 588.3048747899326, 619.4347944966472, 648.7091953101715, 676.6913732591396, 704.422882048518, 731.379863671149, 758.1078798231988, 785.2338861366177, 812.6419822719372, 840.1012032445049, 868.3587236461333, 896.4433969452432, 924.5298692454794, 952.5886719816474, 980.5329048265467, 1008.5734963553541, 1038.028630064495, 1067.104865895651, 1096.4973752350234, 1125.2411922129197, 1152.709535266546, 1178.7599993891565, 1203.9528201551757, 1227.8856106953256, 1250.959862974028, 1273.1016916725337, 1295.149126570454, 1316.4925808632609, 1337.553105462108, 1358.2296151675716, 1379.097311996085, 1399.7571803930161, 1421.116709486027, 1439.9665591197365]","[4.1901693, 4.1885548, 4.1870975, 4.1858373, 4.1847744, 4.1837502, 4.183002, 4.18186, 4.1811905, 4.1803637, 4.1794972, 4.1790247, 4.178237, 4.1775284, 4.176898, 4.1763864, 4.175559, 4.1750474, 4.1745353, 4.1739841, 4.1734719, 4.1729603, 4.172408600000001, 4.1720543, 4.1715817, 4.1711488, 4.1705971, 4.1702037, 4.1697307, 4.1691794, 4.168982499999999, 4.1683526, 4.1681161, 4.167761799999999, 4.1673679, 4.1670136, 4.1666985, 4.1663046, 4.1659112, 4.1655564, 4.1651626, 4.164887, 4.164454, 4.1642966, 4.1639814, 4.1637449, 4.1633906000000005, 4.1631546, 4.1627212, 4.1626821000000005, 4.1620517, 4.1618943, 4.1615791, 4.1613822, 4.1612248, 4.1609097, 4.1605554, 4.1604371, 4.1602011, 4.1598859, 4.1595316, 4.1593738, 4.1591768, 4.1589799, 4.1587043, 4.15835, 4.1582713, 4.1580348, 4.157916999999999, 4.157601799999999, 4.1573653, 4.1572866, 4.1570506, 4.1566958, 4.1566172, 4.1564989, 4.1561842, 4.156026399999999, 4.1557903, 4.1555934, 4.155436, 4.1552391, 4.155081299999999, 4.154766599999999, 4.1546087, 4.154451399999999, 4.1543331, 4.1541758, 4.1540179, 4.1538606, 4.153781899999999, 4.1534667, 4.1533489, 4.153152, 4.1529942, 4.152836799999999, 4.1526794, 4.1525612, 4.1522856, 4.152246, 4.1521277, 4.1520491, 4.151813, 4.1517735, 4.1515374, 4.1514192, 4.1512222, 4.1511436, 4.1510253, 4.1508284, 4.1508679, 4.1506314, 4.1503954, 4.1503954, 4.1502376000000005, 4.1500802000000006, 4.1498833, 4.149765, 4.149765]",2140.180695818684
314,0.5,2,25,"[0.0, 29.57943964044665, 57.553403607969926, 84.04639124483953, 111.1110300319782, 138.60846974633887, 167.2576211509985, 201.40219347098042, 243.96058970741075, 296.41530548649615, 347.8263973838751, 396.372850799902, 440.0940520971979, 479.8162975149914, 516.6902784025108, 551.6906178485224, 584.1157159904355, 615.1178296506864, 644.375359699729, 672.6906029397492, 699.7031486713688, 727.1678342633877, 753.5907976007468, 781.058230610267, 808.4131023192299, 835.9779702429812, 863.5189123944429, 891.2335953337215, 919.3119446311791, 946.9725959548075, 974.8574113255609, 1003.3916172517702, 1032.8598665819097, 1062.6481288510886, 1092.6063835516634, 1121.452110130981, 1149.7718831602226, 1176.4824451903467, 1201.9732454480925, 1226.0933870186182, 1249.5066873366213, 1271.9856305931094, 1293.8902841092188, 1314.9989113359434, 1336.294419258712, 1357.1096367731666, 1377.2625140109835, 1398.265090103989, 1419.9343930440293, 1440.3776651647947]","[4.190248, 4.1885152, 4.1870975, 4.1859951, 4.1848922, 4.1838684, 4.1828051, 4.182056899999999, 4.1811905, 4.180481899999999, 4.1796155, 4.1789851, 4.1783552, 4.1774888, 4.1770558, 4.1763864, 4.1756773, 4.1754017, 4.174614, 4.174181, 4.1735902000000005, 4.1731176, 4.1726055, 4.1722908, 4.1715422, 4.1711488, 4.1707549, 4.1704397, 4.1698489, 4.1693373, 4.169219, 4.1685886, 4.1681161, 4.1679196, 4.1675649, 4.1670136, 4.1668954, 4.1665015, 4.1660686, 4.1658716, 4.1652808, 4.1651235, 4.1648083, 4.1644144, 4.1640601, 4.1638241, 4.163666200000001, 4.1633511, 4.1630363, 4.1627212, 4.1624455000000005, 4.162288200000001, 4.162012600000001, 4.1615396, 4.161343100000001, 4.1611066, 4.1608706, 4.1605158, 4.1603975, 4.1601615, 4.1597676, 4.1597285, 4.1592555, 4.1593347000000005, 4.158822499999999, 4.1589012, 4.1584287, 4.1582713, 4.1580348, 4.1577592, 4.1576805, 4.1574049, 4.1572475, 4.1570897, 4.1568928, 4.1566172, 4.1565781, 4.1561842, 4.1559477, 4.1559477, 4.1555934, 4.1555538, 4.1552391, 4.1551208, 4.1548843, 4.154766599999999, 4.1544909, 4.1544909, 4.154294, 4.1541362, 4.1540179, 4.153821499999999, 4.1535454, 4.1536245, 4.1532307, 4.1531124, 4.1530337, 4.1528759, 4.1527581, 4.1525612, 4.1524429, 4.1520886, 4.1521277, 4.151813, 4.151813, 4.1516948, 4.1516552, 4.1514583, 4.1513009, 4.151104, 4.1510644, 4.1507888, 4.1508284, 4.1507497, 4.150513200000001, 4.1502376000000005, 4.1503558, 4.1499619, 4.1499224]",2140.6965565215382
